,name,location_link,site,us_state,type,subtypes,Area,rating
74,China Garden,"https://www.google.com/maps/place/China+Garden/@34.2568183,-92.09088709999999,14z/data=!4m8!1m2!2m1!1sChina+Garden!3m4!1s0x862d39121f2c9f87:0x7d9d006613781020!8m2!3d34.2568183!4d-92.09088709999999",https://www.chinagardenbuffetar.com/,Arkansas,Chinese restaurant,"Chinese restaurant, Asian restaurant",2,3.8
75,"Great Wall Buffet(Dine in or order by menus,and to go)","https://www.google.com/maps/place/Great+Wall+Buffet%28Dine+in+or+order+by+menus%2Cand+to+go%29/@34.653782899999996,-93.0569565,14z/data=!4m8!1m2!2m1!1sGreat+Wall+Buffet%28Dine+in+or+order+by+menus%2Cand+to+go%29!3m4!1s0x87cd262c989fc7d7:0x377c788427b14b92!8m2!3d34.653782899999996!4d-93.0569565",,Arkansas,Delivery Chinese restaurant,"Delivery Chinese restaurant, Buffet restaurant",0,3.7
76,China Town,"https://www.google.com/maps/place/China+Town/@34.2007299,-92.00370629999999,14z/data=!4m8!1m2!2m1!1sChina+Town!3m4!1s0x862d3cc0310aaeaf:0x4ed4310a7eb19965!8m2!3d34.2007299!4d-92.00370629999999",https://www.facebook.com/pages/China-Town/115583688471616,Arkansas,Chinese restaurant,"Chinese restaurant, Restaurant",2,3.8
77,Great Wall Restaurant,"https://www.google.com/maps/place/Great+Wall+Restaurant/@36.2748372,-92.6013287,14z/data=!4m8!1m2!2m1!1sGreat+Wall+Restaurant!3m4!1s0x87ce22de519d57f1:0x2630004ca5272bf4!8m2!3d36.2748372!4d-92.6013287",,Arkansas,Chinese restaurant,Chinese restaurant,0,3.7
78,Kung Fu Egg Roll,"https://www.google.com/maps/place/Kung+Fu+Egg+Roll/@36.1844215,-94.5411529,14z/data=!4m8!1m2!2m1!1sKung+Fu+Egg+Roll!3m4!1s0x87c9a2989a2f09cb:0x67587f17ee5b0a0d!8m2!3d36.1844215!4d-94.5411529",https://nwafood.com/places/kung-fu-egg-roll/,Arkansas,Chinese restaurant,Chinese restaurant,1,4.7
79,Go Go China,"https://www.google.com/maps/place/Go+Go+China/@34.7222502,-92.34251929999999,14z/data=!4m8!1m2!2m1!1sGo+Go+China!3m4!1s0x87d2a45893fe23d9:0x76cc70f076d92c99!8m2!3d34.7222502!4d-92.34251929999999",,Arkansas,Chinese restaurant,Chinese restaurant,2,3.9
80,KlRIN GARDEN,"https://www.google.com/maps/place/KlRIN+GARDEN/@34.7464789,-92.2895288,14z/data=!4m8!1m2!2m1!1sKlRIN+GARDEN!3m4!1s0x87d2bb5b43a1d359:0xa71a274d5db85788!8m2!3d34.7464789!4d-92.2895288",,Arkansas,Chinese restaurant,Chinese restaurant,2,4.0
81,Y & Y Chinese and Thai Food,"https://www.google.com/maps/place/Y+%26+Y+Chinese+and+Thai+Food/@36.248281299999995,-94.1363576,14z/data=!4m8!1m2!2m1!1sY+%26+Y+Chinese+and+Thai+Food!3m4!1s0x87c91569990db555:0x6752e2f7552c95a8!8m2!3d36.248281299999995!4d-94.1363576",https://www.facebook.com/profile.php%3Fid%3D100057299055537,Arkansas,Chinese restaurant,"Chinese restaurant, Restaurant, Thai restaurant",2,4.6
82,China Buffet,"https://www.google.com/maps/place/China+Buffet/@35.831092,-90.678142,14z/data=!4m8!1m2!2m1!1sChina+Buffet!3m4!1s0x87d42956074c51d7:0x35057d810ee53f07!8m2!3d35.831092!4d-90.678142",http://www.chinabuffetjonesboro.com/?utm_source=gmb,Arkansas,Chinese restaurant,"Chinese restaurant, Buffet restaurant, Restaurant",2,3.9
83,Great Wall Chinese Restaurant,"https://www.google.com/maps/place/Great+Wall+Chinese+Restaurant/@34.799386,-92.254969,14z/data=!4m8!1m2!2m1!1sGreat+Wall+Chinese+Restaurant!3m4!1s0x87d2bd69c0bdff09:0x1f3c0190741ed8d5!8m2!3d34.799386!4d-92.254969",https://greatwallar.com/,Arkansas,Chinese restaurant,Chinese restaurant,2,3.8
84,Rong Chinese Restaurant,"https://www.google.com/maps/place/Rong+Chinese+Restaurant/@35.078271,-92.4348065,14z/data=!4m8!1m2!2m1!1sRong+Chinese+Restaurant!3m4!1s0x87d28247247cd7d7:0xae90a3013a91d6e2!8m2!3d35.078271!4d-92.4348065",https://www.rongconway.com/,Arkansas,Chinese restaurant,"Chinese restaurant, Delivery Restaurant, Restaurant",2,3.9
85,Modoko Asian Kitchen,"https://www.google.com/maps/place/Modoko+Asian+Kitchen/@36.316820299999996,-94.1872195,14z/data=!4m8!1m2!2m1!1sModoko+Asian+Kitchen!3m4!1s0x87c911689d46faeb:0xe6de9524121f7743!8m2!3d36.316820299999996!4d-94.1872195",http://modokonwa.com/,Arkansas,Chinese restaurant,"Chinese restaurant, Asian restaurant, Event venue, Japanese restaurant, Restaurant, Thai restaurant, Vietnamese restaurant",2,4.0
86,Hunan Star,"https://www.google.com/maps/place/Hunan+Star/@34.831701599999995,-92.18318339999999,14z/data=!4m8!1m2!2m1!1sHunan+Star!3m4!1s0x87d2bfcd5e4d46d9:0x8ec80a6bcf4ebd3d!8m2!3d34.831701599999995!4d-92.18318339999999",https://hunan-star-chinese-restaurant-ar.hub.biz/,Arkansas,Chinese restaurant,Chinese restaurant,2,3.9
87,Chinese On the Go,"https://www.google.com/maps/place/Chinese+On+the+Go/@34.7182367,-92.3494982,14z/data=!4m8!1m2!2m1!1sChinese+On+the+Go!3m4!1s0x87d2a4507e0c9dc5:0xb3d7099eee3fbdcc!8m2!3d34.7182367!4d-92.3494982",,Arkansas,Chinese restaurant,Chinese restaurant,2,4.4
88,Rice Chef,"https://www.google.com/maps/place/Rice+Chef/@36.173388599999996,-94.5447464,14z/data=!4m8!1m2!2m1!1sRice+Chef!3m4!1s0x87c99902845d8f81:0x57b95ea8f6f2de70!8m2!3d36.173388599999996!4d-94.5447464",https://www.ricecheftogo.com/?utm_source=website,Arkansas,Chinese restaurant,"Chinese restaurant, Asian restaurant, Sushi restaurant",1,4.7
89,Red Dragon Fried Rice,"https://www.google.com/maps/place/Red+Dragon+Fried+Rice/@35.3932207,-94.3894258,14z/data=!4m8!1m2!2m1!1sRed+Dragon+Fried+Rice!3m4!1s0x87cbb50c63c47643:0x4300898710ff4a67!8m2!3d35.3932207!4d-94.3894258",,Arkansas,Delivery Chinese restaurant,Delivery Chinese restaurant,2,4.0
90,Lucky Dragon Food Truck,"https://www.google.com/maps/place/Lucky+Dragon+Food+Truck/@36.3825965,-93.5966926,14z/data=!4m8!1m2!2m1!1sLucky+Dragon+Food+Truck!3m4!1s0x87cecf21e892d935:0xc8afe5c534dec0bd!8m2!3d36.3825965!4d-93.5966926",,Arkansas,Chinese restaurant,Chinese restaurant,0,3.4
91,Fried Rice (MIDLAND BLVD),"https://www.google.com/maps/place/Fried+Rice+%28MIDLAND+BLVD%29/@35.415861899999996,-94.385283,14z/data=!4m8!1m2!2m1!1sFried+Rice+%28MIDLAND+BLVD%29!3m4!1s0x87cbb4b99a9e2423:0x201143d7cd8d5254!8m2!3d35.415861899999996!4d-94.385283",https://fried-rice-midland-blvd.business.site/?m=true,Arkansas,Chinese restaurant,Chinese restaurant,2,4.6
92,Triple Eight Hashery,"https://www.google.com/maps/place/Triple+Eight+Hashery/@36.364726,-94.19994469999999,14z/data=!4m8!1m2!2m1!1sTriple+Eight+Hashery!3m4!1s0x87c91b758d35d8c7:0x39baf1184b614ac8!8m2!3d36.364726!4d-94.19994469999999",https://www.facebook.com/888hashery,Arkansas,Dim sum restaurant,Dim sum restaurant,2,4.4
93,Great Wall,"https://www.google.com/maps/place/Great+Wall/@35.665249599999996,-90.5120293,14z/data=!4m8!1m2!2m1!1sGreat+Wall!3m4!1s0x87d5ceb9766e1285:0x617e8181ec6d62ea!8m2!3d35.665249599999996!4d-90.5120293",http://great-wall-trumann.poi.place/,Arkansas,Chinese restaurant,Chinese restaurant,1,4.1
94,Chin Chin Express,"https://www.google.com/maps/place/Chin+Chin+Express/@35.8482111,-90.676304,14z/data=!4m8!1m2!2m1!1sChin+Chin+Express!3m4!1s0x87d42b2608443147:0x6a6d9ace4d1e3a70!8m2!3d35.8482111!4d-90.676304",https://www.chinchinxpress.com/,Arkansas,Chinese restaurant,Chinese restaurant,2,4.2
95,China Express,"https://www.google.com/maps/place/China+Express/@35.2463275,-90.78148809999999,14z/data=!4m8!1m2!2m1!1sChina+Express!3m4!1s0x87d4584e2b569ee5:0x2038fb8cc2cd7c63!8m2!3d35.2463275!4d-90.78148809999999",http://www.facebook.com/chinaexpress,Arkansas,Chinese restaurant,"Chinese restaurant, Asian restaurant, Restaurant",0,3.4
96,China Buffet,"https://www.google.com/maps/place/China+Buffet/@35.8723996,-90.1720627,14z/data=!4m8!1m2!2m1!1sChina+Buffet!3m4!1s0x87d5e2e28b352d9b:0x97623a1476b36288!8m2!3d35.8723996!4d-90.1720627",http://eatchinabuffet.com/,Arkansas,Chinese restaurant,"Chinese restaurant, Buffet restaurant",0,4.0
97,Spann's Catering,"https://www.google.com/maps/place/Spann%27s+Catering/@34.5449507,-90.6444466,14z/data=!4m8!1m2!2m1!1sSpann%27s+Catering!3m4!1s0x87d4d4fc0a805097:0x3328307533b31ace!8m2!3d34.5449507!4d-90.6444466",,Arkansas,Chinese restaurant,Chinese restaurant,1,4.0
98,Kowloon,"https://www.google.com/maps/place/Kowloon/@35.923653699999996,-89.9190885,14z/data=!4m8!1m2!2m1!1sKowloon!3m4!1s0x8878acaf1c0b6047:0x39cdaa9eddd7fe22!8m2!3d35.923653699999996!4d-89.9190885",https://elomaps.me/kowloon-586317-us,Arkansas,Chinese restaurant,Chinese restaurant,1,4.0
99,So Chill Eat,"https://www.google.com/maps/place/So+Chill+Eat/@36.2846547,-94.1535404,14z/data=!4m8!1m2!2m1!1sSo+Chill+Eat!3m4!1s0x87c9112c5093c94b:0x53cde93a4bd4ebc5!8m2!3d36.2846547!4d-94.1535404",https://www.sochilleat.com/,Arkansas,Chinese restaurant,"Chinese restaurant, Bubble tea store, Asian restaurant, Gluten-free restaurant, Japanese restaurant, Sushi restaurant, Thai restaurant, Vegan restaurant, Vegetarian restaurant, Vietnamese restaurant",2,4.6
100,Lucky Buffet,"https://www.google.com/maps/place/Lucky+Buffet/@37.3544,-87.4903417,14z/data=!4m8!1m2!2m1!1sLucky+Buffet!3m4!1s0x886ffe82c84f80c1:0x3244e6a024987d17!8m2!3d37.3544!4d-87.4903417",http://www.luckybuffetky.com/?utm_source=gmb,Kentucky,Chinese restaurant,Chinese restaurant,1,4.1
101,Wah Mei Chinese Restaurant,"https://www.google.com/maps/place/Wah+Mei+Chinese+Restaurant/@37.9618725,-84.47918,14z/data=!4m8!1m2!2m1!1sWah+Mei+Chinese+Restaurant!3m4!1s0x88425a4cb342ceab:0x17b022f986ea17c2!8m2!3d37.9618725!4d-84.47918",https://redpassion4.ipower.com/wahmei,Kentucky,Chinese restaurant,"Chinese restaurant, Delivery Restaurant",2,4.0
102,Casual Chinese,"https://www.google.com/maps/place/Casual+Chinese/@39.0854259,-84.4764757,14z/data=!4m8!1m2!2m1!1sCasual+Chinese!3m4!1s0x8841b10b03f0286b:0x56089555d5824b31!8m2!3d39.0854259!4d-84.4764757",http://www.casualchinesenewport.com/,Kentucky,Chinese restaurant,"Chinese restaurant, Asian restaurant, Thai restaurant",2,4.2
103,Asian Wind,"https://www.google.com/maps/place/Asian+Wind/@38.0048337,-84.5724975,14z/data=!4m8!1m2!2m1!1sAsian+Wind!3m4!1s0x88425d225f3a6617:0x6713fd375e07b1ad!8m2!3d38.0048337!4d-84.5724975",http://www.asianwindky.com/,Kentucky,Chinese restaurant,"Chinese restaurant, Asian restaurant",2,4.5
104,Wahmei Chinese Restaurant,"https://www.google.com/maps/place/Wahmei+Chinese+Restaurant/@37.8686255,-84.5791666,14z/data=!4m8!1m2!2m1!1sWahmei+Chinese+Restaurant!3m4!1s0x88425e57b8f5a6b5:0x2ab136d5822896f1!8m2!3d37.8686255!4d-84.5791666",http://wahmeinicholasvilleky.com/,Kentucky,Chinese restaurant,"Chinese restaurant, Asian restaurant, Delivery Restaurant",1,3.7
105,CHONG GARDEN,"https://www.google.com/maps/place/CHONG+GARDEN/@38.104633,-85.86679889999999,14z/data=!4m8!1m2!2m1!1sCHONG+GARDEN!3m4!1s0x8869173d6fde4377:0x815a9e3f73382407!8m2!3d38.104633!4d-85.86679889999999",https://www.ezordernow.com/chonggarden(louisville),Kentucky,Chinese takeaway,Chinese takeaway,2,4.2
106,Hunan Restaurant,"https://www.google.com/maps/place/Hunan+Restaurant/@36.844579599999996,-87.4852987,14z/data=!4m8!1m2!2m1!1sHunan+Restaurant!3m4!1s0x88653476ae7eae73:0xe091b0d10690c6ce!8m2!3d36.844579599999996!4d-87.4852987",,Kentucky,Chinese restaurant,"Chinese restaurant, Asian restaurant, Hunan restaurant, Delivery Restaurant, Takeout Restaurant",1,3.5
107,China Cafe,"https://www.google.com/maps/place/China+Cafe/@38.2933084,-85.558053,14z/data=!4m8!1m2!2m1!1sChina+Cafe!3m4!1s0x88699e4869281ba5:0x43fa2272ea3285a9!8m2!3d38.2933084!4d-85.558053",http://www.chinacafelouisville.com/%3Futm_source%3Dgmb%26utm_medium%3Dwebsite,Kentucky,Chinese restaurant,"Chinese restaurant, Delivery Restaurant",2,4.4
108,Lucky Garden Buffet,"https://www.google.com/maps/place/Lucky+Garden+Buffet/@37.2884233,-87.1196846,14z/data=!4m8!1m2!2m1!1sLucky+Garden+Buffet!3m4!1s0x886f89ecb2c4290b:0xf2d607083abea50c!8m2!3d37.2884233!4d-87.1196846",http://www.luckygardenbuffet.com/?utm_source=gmb,Kentucky,Chinese restaurant,"Chinese restaurant, Buffet restaurant, Restaurant",0,4.1
109,China Buffet,"https://www.google.com/maps/place/China+Buffet/@36.5120879,-88.8921644,14z/data=!4m8!1m2!2m1!1sChina+Buffet!3m4!1s0x88797bda89143861:0x81e5ba79fef6da8c!8m2!3d36.5120879!4d-88.8921644",,Kentucky,Chinese restaurant,"Chinese restaurant, Buffet restaurant",0,4.0
110,Wah Weng Garden,"https://www.google.com/maps/place/Wah+Weng+Garden/@36.9556705,-84.0706115,14z/data=!4m8!1m2!2m1!1sWah+Weng+Garden!3m4!1s0x885cc55d2c78016f:0x2333eedd48a15526!8m2!3d36.9556705!4d-84.0706115",https://m.facebook.com/pages/Wah-Weng-Garden/169423673071064,Kentucky,Chinese restaurant,Chinese restaurant,1,4.3
111,Peking Restaurant,"https://www.google.com/maps/place/Peking+Restaurant/@39.0400042,-84.50983459999999,14z/data=!4m8!1m2!2m1!1sPeking+Restaurant!3m4!1s0x8841b1061a449233:0x11208bcd78551bf7!8m2!3d39.0400042!4d-84.50983459999999",http://www.pekingrestaurantky.com/,Kentucky,Chinese restaurant,Chinese restaurant,2,3.9
112,China Wall,"https://www.google.com/maps/place/China+Wall/@37.0223637,-88.33812689999999,14z/data=!4m8!1m2!2m1!1sChina+Wall!3m4!1s0x887a68b159c0a7c1:0x48208fe6364e49b7!8m2!3d37.0223637!4d-88.33812689999999",,Kentucky,Chinese restaurant,"Chinese restaurant, Fast food restaurant",0,4.1
113,Max Orient,"https://www.google.com/maps/place/Max+Orient/@38.140667,-85.6694929,14z/data=!4m8!1m2!2m1!1sMax+Orient!3m4!1s0x88690944e7361303:0x7e56c673d043008f!8m2!3d38.140667!4d-85.6694929",https://www.facebook.com/maxorientky/,Kentucky,Chinese restaurant,Chinese restaurant,2,4.4
114,Tea Station Asian Bistro,"https://www.google.com/maps/place/Tea+Station+Asian+Bistro/@38.3247785,-85.5659622,14z/data=!4m8!1m2!2m1!1sTea+Station+Asian+Bistro!3m4!1s0x88699dd3d11f4dc7:0x7caded1cff772dfa!8m2!3d38.3247785!4d-85.5659622",http://teastationbistro.com/,Kentucky,Chinese restaurant,"Chinese restaurant, Asian restaurant, Chinese takeaway, Japanese restaurant, Takeout Restaurant, Sushi restaurant",2,4.4
115,China King Buffet,"https://www.google.com/maps/place/China+King+Buffet/@37.5592385,-85.2733636,14z/data=!4m8!1m2!2m1!1sChina+King+Buffet!3m4!1s0x88684009c1d1d51b:0xfbbbfbc1f888ab9c!8m2!3d37.5592385!4d-85.2733636",,Kentucky,Chinese restaurant,Chinese restaurant,0,4.0
116,Jin Jin,"https://www.google.com/maps/place/Jin+Jin/@37.99749,-84.47907099999999,14z/data=!4m8!1m2!2m1!1sJin+Jin!3m4!1s0x88425b1ff6dd10ff:0x1fcd75f6e0d2a37a!8m2!3d37.99749!4d-84.47907099999999",,Kentucky,Chinese restaurant,"Chinese restaurant, Asian restaurant, Caterer, Delivery Restaurant",2,3.5
117,Hong Kong,"https://www.google.com/maps/place/Hong+Kong/@37.7029472,-85.8572866,14z/data=!4m8!1m2!2m1!1sHong+Kong!3m4!1s0x8868e8d044dde7ad:0x901451fea9ef6173!8m2!3d37.7029472!4d-85.8572866",http://www.hongkongelizabethtown.com/?utm_source=gmb,Kentucky,Chinese restaurant,"Chinese restaurant, Fast food restaurant, Delivery Restaurant",2,4.4
118,Foliage Restaurant,"https://www.google.com/maps/place/Foliage+Restaurant/@37.9792558,-84.5495524,14z/data=!4m8!1m2!2m1!1sFoliage+Restaurant!3m4!1s0x88425cf61957a05d:0xc7e601b27eb90062!8m2!3d37.9792558!4d-84.5495524",http://lexingtonfoliage.com/,Kentucky,Chinese restaurant,"Chinese restaurant, Delivery Restaurant",2,4.1
119,Szechuan Garden Bistro,"https://www.google.com/maps/place/Szechuan+Garden+Bistro/@39.0682478,-84.5292954,14z/data=!4m8!1m2!2m1!1sSzechuan+Garden+Bistro!3m4!1s0x8841b6d632a92667:0x93d347e295b51d9f!8m2!3d39.0682478!4d-84.5292954",https://www.szechuangardenparkhills.com/,Kentucky,Chinese restaurant,"Chinese restaurant, Asian restaurant",2,4.4
120,China King,"https://www.google.com/maps/place/China+King/@38.3296845,-85.4643822,14z/data=!4m8!1m2!2m1!1sChina+King!3m4!1s0x88699a3aa01b7223:0xf2e80e9874a96ee4!8m2!3d38.3296845!4d-85.4643822",,Kentucky,Chinese restaurant,Chinese restaurant,2,4.1
121,Panda,"https://www.google.com/maps/place/Panda/@36.7233194,-88.6267153,14z/data=!4m8!1m2!2m1!1sPanda!3m4!1s0x887a31d051c7b6c1:0xe5de89a7d396569f!8m2!3d36.7233194!4d-88.6267153",https://pandabuffetky.com/,Kentucky,Chinese restaurant,"Chinese restaurant, Buffet restaurant",1,3.9
122,Peking Dragon Chinese Restaurant,"https://www.google.com/maps/place/Peking+Dragon+Chinese+Restaurant/@37.8100841,-82.8030474,14z/data=!4m8!1m2!2m1!1sPeking+Dragon+Chinese+Restaurant!3m4!1s0x8845a90b5d59c529:0x410ba99d37b0bff6!8m2!3d37.8100841!4d-82.8030474",,Kentucky,Chinese restaurant,Chinese restaurant,0,4.3
123,Shanghai Bistro,"https://www.google.com/maps/place/Shanghai+Bistro/@38.038874,-84.427134,14z/data=!4m8!1m2!2m1!1sShanghai+Bistro!3m4!1s0x88424f928805dc1d:0x400993474d7504cf!8m2!3d38.038874!4d-84.427134",http://shanghaibistroky.com/,Kentucky,Chinese restaurant,"Chinese restaurant, Asian restaurant, Delivery Restaurant",2,4.1
124,Jasmine Buffet Hibachi Grill And Sushi,"https://www.google.com/maps/place/Jasmine+Buffet+Hibachi+Grill+And+Sushi/@36.8281998,-87.472083,14z/data=!4m8!1m2!2m1!1sJasmine+Buffet+Hibachi+Grill+And+Sushi!3m4!1s0x886533efa5e00a17:0x5f843856b73803fa!8m2!3d36.8281998!4d-87.472083",,Kentucky,Chinese restaurant,"Chinese restaurant, Buffet restaurant, Sushi restaurant",1,3.9
125,Great Wall Chinese Restaurant,"https://www.google.com/maps/place/Great+Wall+Chinese+Restaurant/@38.2599634,-85.7085994,14z/data=!4m8!1m2!2m1!1sGreat+Wall+Chinese+Restaurant!3m4!1s0x40762f8584725123:0x58595be5c309334e!8m2!3d38.2599634!4d-85.7085994",https://greatwalllouisville.3menucities.com/,Kentucky,Chinese restaurant,Chinese restaurant,2,4.2
126,Hong Kong Chinese Restaurant,"https://www.google.com/maps/place/Hong+Kong+Chinese+Restaurant/@36.741461099999995,-84.4738852,14z/data=!4m8!1m2!2m1!1sHong+Kong+Chinese+Restaurant!3m4!1s0x885d1a0508564e8f:0x202cfdbbd9f85216!8m2!3d36.741461099999995!4d-84.4738852",,Kentucky,Chinese restaurant,Chinese restaurant,0,2.8
127,Great Wall,"https://www.google.com/maps/place/Great+Wall/@38.0319468,-84.5200445,14z/data=!4m8!1m2!2m1!1sGreat+Wall!3m4!1s0x884245f5602f1cb5:0x13e3def7f35f19c3!8m2!3d38.0319468!4d-84.5200445",,Kentucky,Chinese restaurant,Chinese restaurant,2,3.5
128,Peking Chinese Restaurant,"https://www.google.com/maps/place/Peking+Chinese+Restaurant/@37.2829737,-83.2155265,14z/data=!4m8!1m2!2m1!1sPeking+Chinese+Restaurant!3m4!1s0x8844c8ed4675717b:0x754601260f26274a!8m2!3d37.2829737!4d-83.2155265",https://pekinghazard.com/,Kentucky,Chinese restaurant,Chinese restaurant,0,4.4
129,Asian Buffet Restaurant,"https://www.google.com/maps/place/Asian+Buffet+Restaurant/@36.726376099999996,-86.5770096,14z/data=!4m8!1m2!2m1!1sAsian+Buffet+Restaurant!3m4!1s0x8865c803d36f8ab5:0xad5e4c45820778ed!8m2!3d36.726376099999996!4d-86.5770096",http://franklinasianbuffet.com/,Kentucky,Chinese restaurant,"Chinese restaurant, Buffet restaurant, Restaurant",0,3.5
130,Double Dragon Chinese Restaurant,"https://www.google.com/maps/place/Double+Dragon+Chinese+Restaurant/@37.704990599999995,-85.86443369999999,14z/data=!4m8!1m2!2m1!1sDouble+Dragon+Chinese+Restaurant!3m4!1s0x8868e8dd09623f87:0x663f0886b040676c!8m2!3d37.704990599999995!4d-85.86443369999999",http://www.doubledragonelizabethtown.com/,Kentucky,Chinese restaurant,"Chinese restaurant, Delivery Restaurant",2,4.2
131,China Chef,"https://www.google.com/maps/place/China+Chef/@38.1357043,-85.61255779999999,14z/data=!4m8!1m2!2m1!1sChina+Chef!3m4!1s0x886909e5f5683b1b:0x56fd6da38fd65e96!8m2!3d38.1357043!4d-85.61255779999999",https://chinachefky.com/,Kentucky,Chinese restaurant,"Chinese restaurant, Asian restaurant",2,4.1
132,Yum Yum Restaurant,"https://www.google.com/maps/place/Yum+Yum+Restaurant/@39.0667398,-84.70374629999999,14z/data=!4m8!1m2!2m1!1sYum+Yum+Restaurant!3m4!1s0x8841cfe9d2c536c9:0x47e5f0a03c79720a!8m2!3d39.0667398!4d-84.70374629999999",http://www.yumyumky.com/,Kentucky,Chinese restaurant,Chinese restaurant,2,4.3
133,123 Cafe,"https://www.google.com/maps/place/123+Cafe/@37.5060382,-82.5369357,14z/data=!4m8!1m2!2m1!1s123+Cafe!3m4!1s0x88456c94507cadbb:0xdd8fd99a3e8ba0d3!8m2!3d37.5060382!4d-82.5369357",https://www.facebook.com/pg/123cafefoodcourt/about/?ref=page_internal,Kentucky,Chinese restaurant,Chinese restaurant,0,4.3
134,Wok & Roll,"https://www.google.com/maps/place/Wok+%26+Roll/@38.967680699999995,-84.60147189999999,14z/data=!4m8!1m2!2m1!1sWok+%26+Roll!3m4!1s0x8841b147f43feb01:0xe208ee7aee6376b3!8m2!3d38.967680699999995!4d-84.60147189999999",,Kentucky,Chinese restaurant,"Chinese restaurant, Fast food restaurant, Delivery Restaurant, Restaurant",2,4.6
135,Jumbo Buffet,"https://www.google.com/maps/place/Jumbo+Buffet/@38.393838699999996,-85.36892739999999,14z/data=!4m8!1m2!2m1!1sJumbo+Buffet!3m4!1s0x88698e1d97ba01e1:0x9a4dbb7133e0efb8!8m2!3d38.393838699999996!4d-85.36892739999999",https://jumbobuffetonline.com/,Kentucky,Chinese restaurant,"Chinese restaurant, Asian restaurant, Buffet restaurant, Japanese restaurant, Restaurant, Seafood restaurant, Vegetarian restaurant",2,3.6
136,Asian Bistro Chinese & Sushi Restaurant,"https://www.google.com/maps/place/Asian+Bistro+Chinese+%26+Sushi+Restaurant/@37.9673685,-84.5006494,14z/data=!4m8!1m2!2m1!1sAsian+Bistro+Chinese+%26+Sushi+Restaurant!3m4!1s0x88425b981956117b:0x13afa39b70e2c1e0!8m2!3d37.9673685!4d-84.5006494",https://www.asianbistroky.com/,Kentucky,Delivery Chinese restaurant,"Delivery Chinese restaurant, Chinese restaurant, Chinese takeaway, Fast food restaurant, Japanese restaurant, Delivery Restaurant, Takeout Restaurant, Restaurant, Sushi restaurant, Sushi takeaway",2,4.1
137,Chop Stick,"https://www.google.com/maps/place/Chop+Stick/@37.7549467,-87.0672264,14z/data=!4m8!1m2!2m1!1sChop+Stick!3m4!1s0x886fbab691316021:0x2e1d07c4f2c0661f!8m2!3d37.7549467!4d-87.0672264",https://www.chopstickowensboro.com/,Kentucky,Chinese restaurant,Chinese restaurant,2,4.4
138,CHONG GARDEN,"https://www.google.com/maps/place/CHONG+GARDEN/@38.1528103,-85.58703829999999,14z/data=!4m8!1m2!2m1!1sCHONG+GARDEN!3m4!1s0x8869a19dfc1edb6f:0x58ddd3624aab04a4!8m2!3d38.1528103!4d-85.58703829999999",http://www.ezordernow.com/chonggarden,Kentucky,Chinese takeaway,Chinese takeaway,2,4.0
