,name,location_link,site,us_state,type,subtypes,Area,rating
2814,Wok Cuisine Chinese Restaurant & Sushi Bar,"https://www.google.com/maps/place/Wok+Cuisine+Chinese+Restaurant+%26+Sushi+Bar/@26.5818756,-81.8736005,14z/data=!4m8!1m2!2m1!1sWok+Cuisine+Chinese+Restaurant+%26+Sushi+Bar!3m4!1s0x88db40196016521d:0xba170cb07ee57445!8m2!3d26.5818756!4d-81.8736005",,Florida,Chinese restaurant,Chinese restaurant,2,4.2
2815,China Star,"https://www.google.com/maps/place/China+Star/@28.0539353,-82.39702109999999,14z/data=!4m8!1m2!2m1!1sChina+Star!3m4!1s0x88c2c7da82720597:0xe3c3331cdcb0d65!8m2!3d28.0539353!4d-82.39702109999999",http://www.chinastartempleterrace.com/,Florida,Chinese restaurant,Chinese restaurant,2,4.0
2816,China Wok,"https://www.google.com/maps/place/China+Wok/@28.1725694,-82.7518906,14z/data=!4m8!1m2!2m1!1sChina+Wok!3m4!1s0x88c28d94198f9b25:0x2c90feba8df00b88!8m2!3d28.1725694!4d-82.7518906",http://chinawoktarponsprings.com/,Florida,Chinese restaurant,"Chinese restaurant, Asian restaurant, Delivery Restaurant, Wok restaurant",2,4.0
2817,Taiwon Chinese Restaurant,"https://www.google.com/maps/place/Taiwon+Chinese+Restaurant/@28.488204999999997,-81.4073114,14z/data=!4m8!1m2!2m1!1sTaiwon+Chinese+Restaurant!3m4!1s0x88e77c0cc2f71c6f:0x62d8525a8420b35d!8m2!3d28.488204999999997!4d-81.4073114",http://www.taiwon-chinese.com/,Florida,Chinese restaurant,"Chinese restaurant, Restaurant",2,4.4
2818,Shanghai Chinese Restaurant,"https://www.google.com/maps/place/Shanghai+Chinese+Restaurant/@28.3483311,-81.6650523,14z/data=!4m8!1m2!2m1!1sShanghai+Chinese+Restaurant!3m4!1s0x88dd7ceb318d83f3:0x2d1d153aa18287d1!8m2!3d28.3483311!4d-81.6650523",https://shanghaicarryout.com/,Florida,Chinese restaurant,"Chinese restaurant, Restaurant",1,3.7
2819,Chinese Place,"https://www.google.com/maps/place/Chinese+Place/@26.203861,-81.801817,14z/data=!4m8!1m2!2m1!1sChinese+Place!3m4!1s0x88db1e3e0d6dc321:0x581aeb9633938158!8m2!3d26.203861!4d-81.801817",,Florida,Chinese restaurant,Chinese restaurant,2,4.3
2820,china moon,"https://www.google.com/maps/place/china+moon/@26.302089199999998,-80.13392809999999,14z/data=!4m8!1m2!2m1!1schina+moon!3m4!1s0x88d91d7e4f53f5b3:0xe983c090a6216917!8m2!3d26.302089199999998!4d-80.13392809999999",https://www.deerfieldchinamoon.com/,Florida,Chinese restaurant,Chinese restaurant,2,4.3
2821,Wah Lay Chinese Take Out Restaurant,"https://www.google.com/maps/place/Wah+Lay+Chinese+Take+Out+Restaurant/@25.9827859,-80.2266392,14z/data=!4m8!1m2!2m1!1sWah+Lay+Chinese+Take+Out+Restaurant!3m4!1s0x88d9aed0a2217965:0x3be10eede080dbc3!8m2!3d25.9827859!4d-80.2266392",,Florida,Chinese restaurant,"Chinese restaurant, Delivery Restaurant, Takeout Restaurant, Restaurant",2,3.7
2822,China Hut,"https://www.google.com/maps/place/China+Hut/@26.6612577,-80.26552459999999,14z/data=!4m8!1m2!2m1!1sChina+Hut!3m4!1s0x88d92ffa84593723:0x7d0f616d3191f0d8!8m2!3d26.6612577!4d-80.26552459999999",https://www.chinahutwellington.com/,Florida,Chinese restaurant,"Chinese restaurant, Delivery Restaurant",2,4.0
2823,Top China,"https://www.google.com/maps/place/Top+China/@28.0175482,-81.630546,14z/data=!4m8!1m2!2m1!1sTop+China!3m4!1s0x88dd0cc3aaa48625:0xa176f16998a2804c!8m2!3d28.0175482!4d-81.630546",https://www.topchinadundee.com/,Florida,Chinese restaurant,Chinese restaurant,2,3.4
2824,Magic Wok,"https://www.google.com/maps/place/Magic+Wok/@27.951651599999998,-81.9247927,14z/data=!4m8!1m2!2m1!1sMagic+Wok!3m4!1s0x88dd3c3a46229a21:0xeabd707330e9bf44!8m2!3d27.951651599999998!4d-81.9247927",https://magicwoklakeland.com/,Florida,Chinese restaurant,Chinese restaurant,2,4.2
2825,China Pearl,"https://www.google.com/maps/place/China+Pearl/@27.8920818,-81.5618365,14z/data=!4m8!1m2!2m1!1sChina+Pearl!3m4!1s0x88dd08f8a9bd5183:0x4d34b4b0cd6deb56!8m2!3d27.8920818!4d-81.5618365",https://chinapearl.website2.me/,Florida,Chinese restaurant,"Chinese restaurant, Asian restaurant, Buffet restaurant, Delivery Restaurant, Takeout Restaurant",2,3.7
2826,Fire Wok,"https://www.google.com/maps/place/Fire+Wok/@29.917097199999997,-81.2927526,14z/data=!4m8!1m2!2m1!1sFire+Wok!3m4!1s0x88e42701d6468e9b:0xf5fe1cc6aa143d89!8m2!3d29.917097199999997!4d-81.2927526",http://firewokstaugustine.com/,Florida,Chinese restaurant,"Chinese restaurant, Restaurant",2,4.3
2827,Yummy Garden,"https://www.google.com/maps/place/Yummy+Garden/@28.465315099999998,-82.6196939,14z/data=!4m8!1m2!2m1!1sYummy+Garden!3m4!1s0x88c29f55de76f88f:0xbc66922ff2fd788c!8m2!3d28.465315099999998!4d-82.6196939",https://www.yummygardenspringhill.com/,Florida,Chinese restaurant,Chinese restaurant,2,4.4
2828,Hokkaido Chinese & Japanese Buffet,"https://www.google.com/maps/place/Hokkaido+Chinese+%26+Japanese+Buffet/@28.388422199999997,-81.5049598,14z/data=!4m8!1m2!2m1!1sHokkaido+Chinese+%26+Japanese+Buffet!3m4!1s0x88dd8019d879c8bf:0xd06882134facbc14!8m2!3d28.388422199999997!4d-81.5049598",https://www.hokkaidobuffetorlando.co/,Florida,Chinese restaurant,"Chinese restaurant, Buffet restaurant, Asian restaurant, Japanese restaurant, Seafood restaurant, Sushi restaurant",2,3.8
2829,BENTO Kissimmee,"https://www.google.com/maps/place/BENTO+Kissimmee/@28.3450268,-81.6088728,14z/data=!4m8!1m2!2m1!1sBENTO+Kissimmee!3m4!1s0x88dd7da2164f490d:0x41600b17b5b04edc!8m2!3d28.3450268!4d-81.6088728",https://www.eatatbento.com/,Florida,Chinese restaurant,"Chinese restaurant, Asian restaurant, Japanese restaurant, Pan-Asian restaurant, Restaurant, Sushi restaurant",2,4.0
2830,Little Panda,"https://www.google.com/maps/place/Little+Panda/@26.5712047,-80.1472847,14z/data=!4m8!1m2!2m1!1sLittle+Panda!3m4!1s0x88d926de003034e9:0x9ee6b47f6054c9c8!8m2!3d26.5712047!4d-80.1472847",https://www.littlepandafl.com/,Florida,Chinese restaurant,"Chinese restaurant, Delivery Restaurant",2,4.0
2831,Hot Wok Chinese Restaurant,"https://www.google.com/maps/place/Hot+Wok+Chinese+Restaurant/@26.6512718,-80.12212199999999,14z/data=!4m8!1m2!2m1!1sHot+Wok+Chinese+Restaurant!3m4!1s0x88d928729151aa19:0xce3b79b65095db5b!8m2!3d26.6512718!4d-80.12212199999999",http://hotwok.haohungry.com/,Florida,Chinese restaurant,"Chinese restaurant, Asian restaurant, Fast food restaurant, Restaurant",2,4.2
2832,Bamboo Asian Cuisine,"https://www.google.com/maps/place/Bamboo+Asian+Cuisine/@28.5723386,-81.5187208,14z/data=!4m8!1m2!2m1!1sBamboo+Asian+Cuisine!3m4!1s0x88e782a236ff4cf5:0xbf3f18d183f34cbc!8m2!3d28.5723386!4d-81.5187208",https://app.masa.plus/store/9457,Florida,Chinese restaurant,"Chinese restaurant, Asian restaurant, Asian fusion restaurant, Delivery Restaurant, Sushi restaurant",2,4.2
2833,China Buffet,"https://www.google.com/maps/place/China+Buffet/@27.0340572,-82.21169619999999,14z/data=!4m8!1m2!2m1!1sChina+Buffet!3m4!1s0x88dcab4b8856dde9:0xfcf386ac439cfaa9!8m2!3d27.0340572!4d-82.21169619999999",http://www.chinabuffetnorthport.com/,Florida,Chinese restaurant,Chinese restaurant,2,3.9
2834,Run & Run Chinese Restaurant,"https://www.google.com/maps/place/Run+%26+Run+Chinese+Restaurant/@28.384220799999998,-81.50160609999999,14z/data=!4m8!1m2!2m1!1sRun+%26+Run+Chinese+Restaurant!3m4!1s0x88dd81f15bfa6747:0x99b03abb679757e5!8m2!3d28.384220799999998!4d-81.50160609999999",http://www.runrunorlando.com/,Florida,Chinese restaurant,Chinese restaurant,2,3.5
2835,Hong Kong,"https://www.google.com/maps/place/Hong+Kong/@27.9743598,-82.434364,14z/data=!4m8!1m2!2m1!1sHong+Kong!3m4!1s0x88c2c44a80967423:0x5467094d6c4fb3d!8m2!3d27.9743598!4d-82.434364",http://hong-kong4tampa.keeq.io/,Florida,Chinese restaurant,Chinese restaurant,2,3.8
2836,Cheng's Asian Bistro,"https://www.google.com/maps/place/Cheng%27s+Asian+Bistro/@28.5501984,-81.5414565,14z/data=!4m8!1m2!2m1!1sCheng%27s+Asian+Bistro!3m4!1s0x88e782f5b6f9c995:0xf36a5dedc82decaa!8m2!3d28.5501984!4d-81.5414565",http://chengsasianbistrofl.com/,Florida,Chinese restaurant,"Chinese restaurant, Asian restaurant, Chinese takeaway, Delivery Chinese restaurant, Delivery service, Japanese restaurant, Delivery Restaurant, Sushi restaurant, Sushi takeaway",2,4.4
2837,China Palace,"https://www.google.com/maps/place/China+Palace/@28.514121,-81.3972804,14z/data=!4m8!1m2!2m1!1sChina+Palace!3m4!1s0x88e77b970792f771:0x8f7375c1d8010098!8m2!3d28.514121!4d-81.3972804",,Florida,Chinese restaurant,"Chinese restaurant, Restaurant",2,4.1
2838,Hong Kong Wok,"https://www.google.com/maps/place/Hong+Kong+Wok/@26.720603,-80.11403299999999,14z/data=!4m8!1m2!2m1!1sHong+Kong+Wok!3m4!1s0x88d929ef964b9371:0xbf56432698390c07!8m2!3d26.720603!4d-80.11403299999999",http://www.hongkongwok.net/,Florida,Chinese restaurant,Chinese restaurant,2,3.8
2839,Su's Garden Chinese Restaurant,"https://www.google.com/maps/place/Su%27s+Garden+Chinese+Restaurant/@25.9514484,-81.7229041,14z/data=!4m8!1m2!2m1!1sSu%27s+Garden+Chinese+Restaurant!3m4!1s0x88daefb2172b5625:0x6b79ab2d35ed5793!8m2!3d25.9514484!4d-81.7229041",http://www.susgarden.com/,Florida,Chinese restaurant,"Chinese restaurant, Restaurant",2,4.2
2840,China 1,"https://www.google.com/maps/place/China+1/@26.9628925,-82.3516862,14z/data=!4m8!1m2!2m1!1sChina+1!3m4!1s0x88c4a947393a0673:0x689fa7084c63c31b!8m2!3d26.9628925!4d-82.3516862",,Florida,Chinese restaurant,Chinese restaurant,2,4.0
2841,China Kitchen,"https://www.google.com/maps/place/China+Kitchen/@27.258347099999998,-80.27827049999999,14z/data=!4m8!1m2!2m1!1sChina+Kitchen!3m4!1s0x88dee87e3289a60d:0x7e59456a202faf2d!8m2!3d27.258347099999998!4d-80.27827049999999",https://www.chinakitchenjb.com/,Florida,Chinese restaurant,"Chinese restaurant, Asian restaurant, Restaurant, Delivery Restaurant",2,3.3
2842,Bamboo Kitchen,"https://www.google.com/maps/place/Bamboo+Kitchen/@26.062021299999998,-80.18845639999999,14z/data=!4m8!1m2!2m1!1sBamboo+Kitchen!3m4!1s0x88d9a9f55c398793:0xd03dad53ddc059e3!8m2!3d26.062021299999998!4d-80.18845639999999",,Florida,Chinese restaurant,Chinese restaurant,2,3.9
2843,China Bistro glatt kosher,"https://www.google.com/maps/place/China+Bistro+glatt+kosher/@26.0459681,-80.2018465,14z/data=!4m8!1m2!2m1!1sChina+Bistro+glatt+kosher!3m4!1s0x88d9ac92229f6731:0xade8c26b48e5f5!8m2!3d26.0459681!4d-80.2018465",http://www.chinabistrogk.com/,Florida,Chinese restaurant,"Chinese restaurant, Asian restaurant, Bar, Bar & grill, Kosher restaurant, Restaurant, Sushi restaurant",2,4.2
2844,China Wok,"https://www.google.com/maps/place/China+Wok/@27.7143962,-82.3911608,14z/data=!4m8!1m2!2m1!1sChina+Wok!3m4!1s0x88c327ff2bad1df9:0x60d8212c6dbd8706!8m2!3d27.7143962!4d-82.3911608",http://order.chinawokruskin.com/,Florida,Chinese restaurant,"Chinese restaurant, Asian restaurant",2,4.0
2845,JB's Chinese Restaurant,"https://www.google.com/maps/place/JB%27s+Chinese+Restaurant/@30.721377099999998,-86.1195355,14z/data=!4m8!1m2!2m1!1sJB%27s+Chinese+Restaurant!3m4!1s0x8893d19ff2bd8e55:0x9ad4d2e8eb44e913!8m2!3d30.721377099999998!4d-86.1195355",,Florida,Chinese restaurant,Chinese restaurant,0,4.4
2846,Grand Buffet,"https://www.google.com/maps/place/Grand+Buffet/@26.1289229,-81.7725189,14z/data=!4m8!1m2!2m1!1sGrand+Buffet!3m4!1s0x88dae3d1591d0de7:0x9f4a8033e8584985!8m2!3d26.1289229!4d-81.7725189",,Florida,Chinese restaurant,"Chinese restaurant, Asian restaurant, Buffet restaurant",2,3.8
2847,China Gourmet,"https://www.google.com/maps/place/China+Gourmet/@26.272092699999998,-81.6913788,14z/data=!4m8!1m2!2m1!1sChina+Gourmet!3m4!1s0x88db039d150a546d:0x3eb83454a161c229!8m2!3d26.272092699999998!4d-81.6913788",https://www.chinagourmetnaplesfl.com/,Florida,Chinese restaurant,"Chinese restaurant, Buffet restaurant",2,3.6
2848,Ha Long Bay Restaurant,"https://www.google.com/maps/place/Ha+Long+Bay+Restaurant/@27.827571,-82.67996029999999,14z/data=!4m8!1m2!2m1!1sHa+Long+Bay+Restaurant!3m4!1s0x88c2e47792e36929:0x3ddfeb9be2dc856a!8m2!3d27.827571!4d-82.67996029999999",http://www.halongbayrestaurant.com/,Florida,Chinese restaurant,"Chinese restaurant, Dim sum restaurant, Vietnamese restaurant",2,4.3
2849,China Wok,"https://www.google.com/maps/place/China+Wok/@28.758489599999997,-81.2876525,14z/data=!4m8!1m2!2m1!1sChina+Wok!3m4!1s0x88e76cd10edc6f75:0x5180d8d0dbcf9317!8m2!3d28.758489599999997!4d-81.2876525",http://www.chinawoksanford.com/,Florida,Chinese restaurant,"Chinese restaurant, Wok restaurant",2,3.9
2850,Red Star Chinese,"https://www.google.com/maps/place/Red+Star+Chinese/@30.239485,-85.648321,14z/data=!4m8!1m2!2m1!1sRed+Star+Chinese!3m4!1s0x8893831c83da7df5:0x2ae90a4f39fa9f1c!8m2!3d30.239485!4d-85.648321",http://www.redstarlynnhaven.com/?utm_source=gmb,Florida,Chinese restaurant,"Chinese restaurant, Japanese restaurant",2,4.1
2851,Chinese Garden Restaurant,"https://www.google.com/maps/place/Chinese+Garden+Restaurant/@26.5734486,-80.11507809999999,14z/data=!4m8!1m2!2m1!1sChinese+Garden+Restaurant!3m4!1s0x88d927697e01c5ab:0x24faea75f1b7eb2e!8m2!3d26.5734486!4d-80.11507809999999",https://chinesegardenonline.com/,Florida,Chinese restaurant,Chinese restaurant,2,3.8
2852,Jin Jin Kitchen,"https://www.google.com/maps/place/Jin+Jin+Kitchen/@28.0272349,-81.9743455,14z/data=!4m8!1m2!2m1!1sJin+Jin+Kitchen!3m4!1s0x88dd38dd8e3cf7a9:0xb05bf1774b664167!8m2!3d28.0272349!4d-81.9743455",https://jinjinkitchenfl.com/,Florida,Chinese restaurant,Chinese restaurant,2,3.8
2853,Lucky Wok,"https://www.google.com/maps/place/Lucky+Wok/@27.957980799999998,-81.62066469999999,14z/data=!4m8!1m2!2m1!1sLucky+Wok!3m4!1s0x88dd0c1968868971:0x8809ed79dd036214!8m2!3d27.957980799999998!4d-81.62066469999999",https://www.ekit.us/restaurantviewpage/lucky-wok-lake-wales-33859,Florida,Chinese restaurant,"Chinese restaurant, Restaurant",2,3.7
2854,Lucky China,"https://www.google.com/maps/place/Lucky+China/@28.6052635,-81.2981743,14z/data=!4m8!1m2!2m1!1sLucky+China!3m4!1s0x88e76fa1003a4773:0x2e0c9dade88378cb!8m2!3d28.6052635!4d-81.2981743",https://www.luckychinafl.com/,Florida,Chinese restaurant,"Chinese restaurant, Asian restaurant, Restaurant",2,3.3
2855,China Wok II,"https://www.google.com/maps/place/China+Wok+II/@27.498196,-82.4996994,14z/data=!4m8!1m2!2m1!1sChina+Wok+II!3m4!1s0x88c33cf3ac5903cd:0xed16127d36ad24bd!8m2!3d27.498196!4d-82.4996994",http://www.chinawokbradenton.com/,Florida,Chinese restaurant,Chinese restaurant,2,3.7
2856,Lucky Star Chinese Restaurant,"https://www.google.com/maps/place/Lucky+Star+Chinese+Restaurant/@27.8097289,-82.72815299999999,14z/data=!4m8!1m2!2m1!1sLucky+Star+Chinese+Restaurant!3m4!1s0x88c2e3494cbd08d3:0xf03814a0c0ae03e5!8m2!3d27.8097289!4d-82.72815299999999",,Florida,Chinese restaurant,"Chinese restaurant, Restaurant",2,3.9
2857,China House,"https://www.google.com/maps/place/China+House/@29.387715999999998,-82.44641109999999,14z/data=!4m8!1m2!2m1!1sChina+House!3m4!1s0x88e88e2713faf161:0xd27348dfd00ed325!8m2!3d29.387715999999998!4d-82.44641109999999",,Florida,Chinese restaurant,"Chinese restaurant, Fast food restaurant",1,4.2
2858,China Taste,"https://www.google.com/maps/place/China+Taste/@27.177439699999997,-82.4822415,14z/data=!4m8!1m2!2m1!1sChina+Taste!3m4!1s0x88c343e4ecb8b1c7:0x64f02a0a8032a0e9!8m2!3d27.177439699999997!4d-82.4822415",,Florida,Chinese restaurant,Chinese restaurant,2,4.3
2859,China Wok,"https://www.google.com/maps/place/China+Wok/@27.206916999999997,-81.82845119999999,14z/data=!4m8!1m2!2m1!1sChina+Wok!3m4!1s0x88dc967ba6c8f99b:0xa458990be0c142e8!8m2!3d27.206916999999997!4d-81.82845119999999",https://chinawokarcadia.com/,Florida,Chinese restaurant,Chinese restaurant,0,4.2
2860,China Kitchen,"https://www.google.com/maps/place/China+Kitchen/@28.868042,-81.252701,14z/data=!4m8!1m2!2m1!1sChina+Kitchen!3m4!1s0x88e7114d34dd0ed5:0x1bb2b3ba8ab94675!8m2!3d28.868042!4d-81.252701",https://chinakitchendeltona.com/,Florida,Chinese restaurant,Chinese restaurant,2,4.0
2861,Lucky Express,"https://www.google.com/maps/place/Lucky+Express/@26.4071203,-80.1249828,14z/data=!4m8!1m2!2m1!1sLucky+Express!3m4!1s0x88d91fb53807bbaf:0x3721ebd59218a6a8!8m2!3d26.4071203!4d-80.1249828",https://luckyexpressboca.com/,Florida,Chinese restaurant,"Chinese restaurant, Delivery Restaurant, Restaurant",2,3.3
2862,Yokuji Asian Restaurant,"https://www.google.com/maps/place/Yokuji+Asian+Restaurant/@27.3535562,-82.5467712,14z/data=!4m8!1m2!2m1!1sYokuji+Asian+Restaurant!3m4!1s0x88c33fb65209fdc5:0xae72d7842f403bd7!8m2!3d27.3535562!4d-82.5467712",https://www.yokujiasiansarasota.com/,Florida,Chinese restaurant,Chinese restaurant,2,3.8
2863,Cafe Ruyi Chinese Food,"https://www.google.com/maps/place/Cafe+Ruyi+Chinese+Food/@25.9053933,-80.2435878,14z/data=!4m8!1m2!2m1!1sCafe+Ruyi+Chinese+Food!3m4!1s0x88d9afd9e0a70111:0x1bcb168cff3e7192!8m2!3d25.9053933!4d-80.2435878",http://instagram.com/caferuyi,Florida,Chinese restaurant,Chinese restaurant,2,4.2
2864,Grand Buffet,"https://www.google.com/maps/place/Grand+Buffet/@27.4543009,-82.57694719999999,14z/data=!4m8!1m2!2m1!1sGrand+Buffet!3m4!1s0x88c3160e60d5554b:0x10be74ea304de3d5!8m2!3d27.4543009!4d-82.57694719999999",,Florida,Chinese restaurant,"Chinese restaurant, Buffet restaurant, Sushi restaurant",2,4.2
2865,Fat Yin Restaurant,"https://www.google.com/maps/place/Fat+Yin+Restaurant/@25.7735018,-80.208471,14z/data=!4m8!1m2!2m1!1sFat+Yin+Restaurant!3m4!1s0x88d9b693162926f5:0xcb141d4c30e95c78!8m2!3d25.7735018!4d-80.208471",,Florida,Chinese restaurant,"Chinese restaurant, Delivery Restaurant",2,4.4
2866,China Wok,"https://www.google.com/maps/place/China+Wok/@27.903909799999997,-82.4935945,14z/data=!4m8!1m2!2m1!1sChina+Wok!3m4!1s0x88c2dcb448edfc61:0xe237dfb1f5bfe395!8m2!3d27.903909799999997!4d-82.4935945",https://www.chinawokchinesefood.com/,Florida,Chinese restaurant,"Chinese restaurant, Asian restaurant, Wok restaurant",2,4.1
2867,Wonton Garden,"https://www.google.com/maps/place/Wonton+Garden/@25.985053699999998,-80.1568547,14z/data=!4m8!1m2!2m1!1sWonton+Garden!3m4!1s0x88d9ac76fd44820b:0xd630281ef5efafc6!8m2!3d25.985053699999998!4d-80.1568547",http://www.wontongardenfl.com/,Florida,Chinese restaurant,"Chinese restaurant, Delivery Restaurant, Restaurant",2,4.2
2868,Spring Rolls | Chinese Restaurant,"https://www.google.com/maps/place/Spring+Rolls+%7C+Chinese+Restaurant/@28.578985699999997,-81.45126549999999,14z/data=!4m8!1m2!2m1!1sSpring+Rolls+%7C+Chinese+Restaurant!3m4!1s0x88e779dd4886d5d7:0x3d2459602d1a07e9!8m2!3d28.578985699999997!4d-81.45126549999999",,Florida,Chinese restaurant,"Chinese restaurant, Delivery Restaurant, Restaurant",2,3.7
2869,Maryland Fried Chicken,"https://www.google.com/maps/place/Maryland+Fried+Chicken/@28.106967299999997,-81.6238383,14z/data=!4m8!1m2!2m1!1sMaryland+Fried+Chicken!3m4!1s0x88dd73966da3b297:0x72c906529d6f7b41!8m2!3d28.106967299999997!4d-81.6238383",http://www.marylandfriedricebowl.com/,Florida,Chinese restaurant,"Chinese restaurant, Asian restaurant, Chicken restaurant, Fast food restaurant",2,3.6
2870,New China Beach,"https://www.google.com/maps/place/New+China+Beach/@27.8928561,-82.72024669999999,14z/data=!4m8!1m2!2m1!1sNew+China+Beach!3m4!1s0x88c2e5f766c05583:0x2ee39e87d59ac5a9!8m2!3d27.8928561!4d-82.72024669999999",http://newchinabeachfood.com/,Florida,Chinese restaurant,Chinese restaurant,2,4.0
2871,CHENS KITCHEN,"https://www.google.com/maps/place/CHENS+KITCHEN/@26.1205145,-80.1764977,14z/data=!4m8!1m2!2m1!1sCHENS+KITCHEN!3m4!1s0x88d900d070921407:0x744730af9fd741d1!8m2!3d26.1205145!4d-80.1764977",https://www.chenskitchenfortlauderdale.com/#/,Florida,Chinese restaurant,"Chinese restaurant, Takeout Restaurant",2,3.8
2872,Rice N' Wings Inc,"https://www.google.com/maps/place/Rice+N%27+Wings+Inc/@25.9952762,-80.18520079999999,14z/data=!4m8!1m2!2m1!1sRice+N%27+Wings+Inc!3m4!1s0x88d9abfe90f485e5:0x9fd69a0850fd766a!8m2!3d25.9952762!4d-80.18520079999999",https://www.ricenwingshollywoodfl.com/,Florida,Chinese restaurant,"Chinese restaurant, Delivery Restaurant, Restaurant",2,4.4
2873,Hot Wok,"https://www.google.com/maps/place/Hot+Wok/@27.2458878,-80.23656319999999,14z/data=!4m8!1m2!2m1!1sHot+Wok!3m4!1s0x88dee7a8cc87c2e1:0x957176fb6565535c!8m2!3d27.2458878!4d-80.23656319999999",,Florida,Chinese restaurant,Chinese restaurant,2,4.4
2874,Puerto Chino,"https://www.google.com/maps/place/Puerto+Chino/@28.303727499999997,-81.3663746,14z/data=!4m8!1m2!2m1!1sPuerto+Chino!3m4!1s0x88dd85dfa5ca6da5:0x87a797cdd6633e5f!8m2!3d28.303727499999997!4d-81.3663746",https://www.facebook.com/pages/Puerto-Chino-Restaurant/166901466702231,Florida,Chinese restaurant,"Chinese restaurant, Restaurant",2,3.8
2875,China 1,"https://www.google.com/maps/place/China+1/@29.189334,-82.10036699999999,14z/data=!4m8!1m2!2m1!1sChina+1!3m4!1s0x88e62ccc74bc3dc1:0x5d88abadab1beeed!8m2!3d29.189334!4d-82.10036699999999",,Florida,Chinese restaurant,Chinese restaurant,2,4.4
2876,Mayflower Chinese Restaurant,"https://www.google.com/maps/place/Mayflower+Chinese+Restaurant/@28.539945399999997,-81.2759365,14z/data=!4m8!1m2!2m1!1sMayflower+Chinese+Restaurant!3m4!1s0x88e765b65d68c507:0x16945c4db0dbcacd!8m2!3d28.539945399999997!4d-81.2759365",https://etapthru.com/restaurant.php?id=7695,Florida,Chinese restaurant,Chinese restaurant,2,2.9
2877,China Dragon Wellington,"https://www.google.com/maps/place/China+Dragon+Wellington/@26.6489096,-80.20626779999999,14z/data=!4m8!1m2!2m1!1sChina+Dragon+Wellington!3m4!1s0x88d92f5f026c6659:0xebb3c9cbe294ff4!8m2!3d26.6489096!4d-80.20626779999999",,Florida,Chinese restaurant,"Chinese restaurant, Delivery Restaurant",2,4.1
2878,OK China,"https://www.google.com/maps/place/OK+China/@28.5543542,-81.48054739999999,14z/data=!4m8!1m2!2m1!1sOK+China!3m4!1s0x88e77850b87c4d49:0x5a677635a1909420!8m2!3d28.5543542!4d-81.48054739999999",,Florida,Chinese restaurant,Chinese restaurant,2,4.0
